"subject_id","new_key","lakename","county","begin_date_day","begin_date_month","begin_date_year","development","do_below_thermo_ppm","lake_area_ha","max_depth_min_m","temp_surface_min_c","LAT_DD","LONG_DD","url_front","url_back"
58688048,"67-166","INDIAN","OSCEOLA",22,"August",1955,NA,NA,34.399,15.239,26.111,43.9611,-85.40093,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_INDIAN_SUMM_0002_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_INDIAN_SUMM_0002_2.jpg"
58688049,"67-228","LONGLITTLE","OSCEOLA",NA,"September",1936,NA,0,13.962,8.229,20,44.02443,-85.30982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_LONGLITTLE_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_LONGLITTLE_SUMM_0001_2.jpg"
58688050,"67-257","MCCOY","OSCEOLA",16,"August",1967,NA,NA,6.88,9.448,22.667,44.01499,-85.42315,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_MCCOY_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_MCCOY_SUMM_0001_2.jpg"
58688051,"67-242","ROSE","OSCEOLA",31,"August",1938,NA,NA,149.818,10.363,22.1,44.06471,-85.38176,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_ROSE_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_ROSE_SUMM_0001_2.jpg"
58688052,"67-237","LONGBIG","OSCEOLA",29,"June",1966,"10",NA,NA,NA,26.111,44.00304,-85.29815,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_LONGBIG_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_LONGBIG_SUMM_0001_2.jpg"
58688053,"67-231","HICKS","OSCEOLA",20,"June",1966,NA,NA,62.728,NA,24.444,44.02304,-85.2851,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_HICKS_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_HICKS_SUMM_0001_2.jpg"
58688054,NA,"DAVID","OSCODA",31,"August",1940,NA,NA,30.393,3.657,10,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_David_SUMM_20191210091333950_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_David_SUMM_20191210091333950_0002.jpg"
58688055,"67-10","TUBS","OSCEOLA",17,"July",1960,NA,NA,13.76,7.924,25,43.85582,-85.11482,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_TUBS_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_TUBS_SUMM_0001_2.jpg"
58688056,"68-35","LOON","OSCODA",9,"July",1937,NA,0.6,36.584,15.239,25.556,44.51777,-84.13732,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Loon_SUMM_20191210112529965_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Loon_SUMM_20191210112529965_0002.jpg"
58688057,"67-288","WELLS","OSCEOLA",14,"June",1966,NA,NA,19.425,18.897,20.278,43.99582,-85.41676,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_WELLS_SUMM_0001_1.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_WELLS_SUMM_0001_2.jpg"
58688058,"80-222","BROWNWOOD","VANBUREN",16,"August",1955,NA,NA,60.704,13.411,26.111,42.24277,-85.91565,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/VanBuren_Brownwood_SUMM_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/VanBuren_Brownwood_SUMM_2.jpeg"
58688059,"68-22","TWIN","OSCODA",11,"August",1937,NA,0.6,7.285,13.106,26.7,44.52911,-84.14408,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Twin_SUMM_20191210115757519_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Twin_SUMM_20191210115757519_0002.jpg"
58688060,"75-69","INDIAN","SCHOOLCRAFT",18,"June",1937,"little. several parks and small camp sites. few cottages.",NA,3237.556,5.486,18.333,45.99165,-86.33343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Schoolcraft_Indian_75-69_1937_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Schoolcraft_Indian__75-69_1937_SUMM_001_02.jpg"
58688061,"70-164","CROCKERY","OTTAWA",17,"August",1954,NA,NA,43.707,16.458,23.222,43.1686,-85.85148,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ottawa_Crockery_70-164_1954_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ottawa_Crockery_70-164_1954_SUMM_001_02.jpg"
58688062,"81-194","ARGO","WASHTENAW",14,"June",1939,NA,NA,37.434,3.657,20,42.29117,-83.74573,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Argo_SUMM_20200203130132622_0005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Argo_SUMM_20200203130132622_0006.jpg"
58688063,"81-179","BARTONRES","WASHTENAW",10,"September",1938,NA,NA,122.218,10.058,19.8,42.30988,-83.75398,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_BartonRes_81-179_1938_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_BartonRes_81-179_1938_SUMM_001_02.jpg"
58688064,"81-71","BIGPORTAGE","WASHTENAW",5,"September",1941,NA,0.6,260.623,25.602,20.9,42.41738,-83.90993,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_BigPortage_81-71_1941_SUMM_002_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_BigPortage_81-71_1941_SUMM_002_02.jpg"
58688065,"81-179","BARTON","WASHTENAW",10,"September",1938,NA,NA,122.218,10.058,19.8,42.30988,-83.75398,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Barton_SUMM_20200203131647465_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Barton_SUMM_20200203131647465_0002.jpg"
58688066,"80-116.1","WOLF","VANBUREN",18,"July",1931,"none except small grove on south side which can be used for picnics.",NA,10.563,12.191,26.111,42.2986,-85.78704,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/VanBuren_Wolf_SUMM_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/VanBuren_Wolf_SUMM_2.jpeg"
58688067,"81-5","BLIND","WASHTENAW",23,"July",1936,NA,NA,NA,NA,NA,42.41554,-84.01898,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Blind_81-5_1936_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Blind_81-5_1936_SUMM_001_02.jpg"
58688068,"81-5","BLIND","WASHTENAW",23,"July",1936,NA,NA,NA,NA,NA,42.41554,-84.01898,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Blind_SUMM_20200203135034551_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Blind_SUMM_20200203135034551_0002.jpg"
58688069,"81-6","BRUIN","WASHTENAW",28,"July",1954,"15",0,49.777,14.63,27.056,42.41999,-84.03759,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Bruin_81-6_1954_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Bruin_81-6_1954_SUMM_001_02.jpg"
58688070,"81-6","BRUIN","WASHTENAW",28,"July",1954,"15",0,49.777,14.63,27.056,42.41999,-84.03759,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Bruin_SUMM_Washtenaw_Bruin_SUMM_20200218104508573_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Bruin_SUMM_Washtenaw_Bruin_SUMM_20200218104508573_0002.jpg"
58688071,"81-64","CASSIDY","WASHTENAW",22,"June",1936,"none to date but a camp for boys is to be built on it.",NA,14.569,2.743,NA,42.34777,-84.07954,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cassidy_SUMM_20200218110606167_0007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cassidy_SUMM_20200218110606167_0008.jpg"
58688072,"81-152","CAVANAUGH","WASHTENAW",15,"August",1944,NA,NA,87.819,6.096,27,42.31666,-84.09926,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cavanaugh_SUMM_20200218114608565_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cavanaugh_SUMM_20200218114608565_0002.jpg"
58688073,"81-64","CASSIDY","WASHTENAW",21,"August",1944,NA,NA,18.616,3.657,21.111,42.34777,-84.07954,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cassidy_SUMM_20200218110606167_0009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cassidy_SUMM_20200218110606167_0010.jpg"
58688074,"81-157","CEDARBIG","WASHTENAW",5,"June",1941,NA,3.2,29.543,8.229,21.7,42.31471,-84.07898,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_CedarBig_SUMM_20200218120329658_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_CedarBig_SUMM_20200218120329658_0002.jpg"
58688075,"81-147","CROOKED","WASHTENAW",7,"August",1944,NA,NA,45.73,6.096,25.556,42.32527,-84.11287,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Crooked_81-147_1944_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Crooked_81-147_1944_SUMM_001_02.jpg"
58688076,"81-147","CROOKED","WASHTENAW",7,"August",1944,NA,NA,45.73,6.096,25.556,42.32527,-84.11287,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Crooked2_SUMM_20200218130751801_0009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Crooked2_SUMM_20200218130751801_0010.jpg"
58688077,"81-159","DOYLE","WASHTENAW",16,"August",1944,NA,NA,7.204,4.267,26.667,42.31527,-84.08981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Doyle_SUMM_20200218134439233_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Doyle_SUMM_20200218134439233_0002.jpg"
58688078,"81-266","FORD","WASHTENAW",15,"September",1938,NA,5.5,394.577,11.582,20.9,42.2064,-83.56044,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Ford_SUMM_20200218142243109_0024.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Ford_SUMM_20200218142243109_0025.jpg"
58688079,"81-213","FRAIN","WASHTENAW",NA,"July",1943,NA,0,6.718,9.144,25,42.32888,-83.61343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Frain_SUMM_20200224112646917_0003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Frain_SUMM_20200224112646917_0004.jpg"
58688080,"81-266","FORDRES","WASHTENAW",15,"September",1938,NA,5.5,394.577,11.582,20.9,42.2064,-83.56044,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_FordRes_81-266_1938_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_FordRes_81-266_1938_SUMM_001_02.jpg"
58688081,"81-198","GEDDES","WASHTENAW",16,"June",1939,NA,NA,105.625,4.877,21.111,42.27105,-83.6716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Geddes_SUMM_20200224114400057_0009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Geddes_SUMM_20200224114400057_0010.jpg"
58688082,"81-198","GEDDES","WASHTENAW",16,"June",1939,NA,NA,105.625,4.877,21.111,42.27105,-83.6716,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Geddes_SUMM_20200224114400057_0011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Geddes_SUMM_20200224114400057_0012.jpg"
58688083,"81-102","FOURMILE","WASHTENAW",12,"July",1941,NA,NA,103.602,5.486,23.5,42.33777,-83.97065,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_FourMile_SUMM_20200218143718807_0007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_FourMile_SUMM_20200218143718807_0008.jpg"
58688084,"81-46","GREEN","WASHTENAW",1,"July",1936,"none at present",NA,31.769,3.962,NA,42.36666,-84.07509,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_20200224123234844_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_20200224123234844_0002.jpg"
58688085,"81-46","GREEN","WASHTENAW",1,"July",1936,"none at present",NA,31.769,3.962,NA,42.36666,-84.07509,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_81-46_1936_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_81-46_1936_SUMM_001_02.jpg"
58688086,"81-46","GREEN","WASHTENAW",1,"July",1936,"none at present",NA,31.769,3.962,NA,42.36666,-84.07509,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_936_1a.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_936_1b.jpg"
58688087,"81-332","HALFMOON","WASHTENAW",5,"August",1942,NA,NA,99.15,26.516,24.444,42.0986,-84.06259,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_HalfMoon_47-51_1942_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_HalfMoon_47-51_1942_SUMM_001_02.jpg"
58688088,"81-45","HANKARD","WASHTENAW",23,"July",1936,NA,NA,NA,2.438,24,42.36721,-84.10343,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Hankard_SUMM_20200224125752535_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Hankard_SUMM_20200224125752535_0002.jpg"
58688089,NA,"KLINK","WASHTENAW",21,"July",1936,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Klink_SUMM_20200225130740036_0005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Klink_SUMM_20200225130740036_0006.jpg"
58688090,"81-72","LITTLEPORTAGE","WASHTENAW",5,"September",1941,NA,8.1,40.874,12.801,20.5,42.41471,-83.93065,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_LittlePortage_81-71_1941_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_LittlePortage_81-71_1941_SUMM_001_02.jpg"
58688091,"81-144","MILL","WASHTENAW",19,"June",1936,"it is being developed as a recreational area for boys and a camp is being erected",NA,53.015,7.315,NA,42.32943,-84.09065,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Mill_SUMM_20200225140104865_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Mill_SUMM_20200225140104865_0002.jpg"
58688092,"81-58","LONGLAKE","WASHTENAW",21,"August",1944,NA,0.3,17.807,9.144,22.778,42.35054,-84.06259,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_LongLake_SUMM_20200225132549240_0003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_LongLake_SUMM_20200225132549240_0004.jpg"
58688093,NA,"WHITMORE","WASHTENAW",20,"August",1940,NA,0,273.978,19.811,22.6,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Whitmore_47-153_1940_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Whitmore_47-153_1940_SUMM_001_02.jpg"
58688575,NA,NA,NA,10,"July",1936,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Washtenaw_Walsh_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Washtenaw_Walsh_SUMM_1.jpeg"
58688582,NA,NA,NA,30,"August",1961,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_North_SUMM_5.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_North_SUMM_4.jpeg"
58688584,NA,NA,NA,20,"August",1952,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_Huzzy_SUMM_25.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_Huzzy_SUMM_24.jpeg"
58688586,NA,NA,NA,30,"August",1961,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_Bakersons_SUMM_77.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_Bakersons_SUMM_76.jpeg"
58688587,NA,NA,NA,14,"August",1951,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Tuscola_Phelps_SUMM_3.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Tuscola_Phelps_SUMM_2.jpeg"
58688592,NA,NA,NA,11,"July",1938,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Minnewaukon_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Minnewaukon_SUMM_3.jpeg"
58688599,NA,NA,NA,22,"July",1953,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Corey_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Corey_SUMM_1.jpeg"
58688602,NA,NA,NA,30,"June",1941,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Eberhard_SUMM_14.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/StJoseph_Eberhard_SUMM_13.jpeg"
58688604,NA,NA,NA,4,"August",1966,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Twin_SUMM_28.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Twin_SUMM_27.jpeg"
58688612,NA,NA,NA,11,"July",1960,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Stueben_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Stueben_SUMM_3.jpeg"
58688614,NA,NA,NA,5,"November",1957,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_SectionSeven_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_SectionSeven_SUMM_3.jpeg"
58688616,NA,NA,NA,24,"August",1950,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_SectionSeven_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_SectionSeven_SUMM_1.jpeg"
58688620,NA,NA,NA,6,"June",1972,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Rim_SUMM_26.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Rim_SUMM_25.jpeg"
58688624,NA,NA,NA,15,"June",1957,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Peanut_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Peanut_SUMM_1.jpeg"
58688633,NA,NA,NA,24,"August",1950,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Lost_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Lost_SUMM_1.jpeg"
58688634,NA,NA,NA,5,"August",1957,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_LittleBass_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_LittleBass_SUMM_3.jpeg"
58688635,NA,NA,NA,28,"August",1957,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Lily_SUMM_9.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Lily_SUMM_10.jpeg"
58688636,NA,NA,NA,27,"August",1957,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_LittleBoot_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_LittleBoot_SUMM_1.jpeg"
58688640,NA,NA,NA,13,"June",1972,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Hub_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Hub_SUMM_1.jpeg"
58688641,NA,NA,NA,3,"September",1946,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Harcourt_SUMM_16.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Harcourt_SUMM_15.jpeg"
58688643,NA,NA,NA,14,"July",1942,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Island_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Island_SUMM_3.jpeg"
58688646,NA,NA,NA,22,"August",1952,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Folly_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Folly_SUMM_3.jpeg"
58688647,NA,NA,NA,12,"July",1962,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_East_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_East_SUMM_1.jpeg"
58688648,NA,NA,NA,9,"August",NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Eagle_SUMM_8.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Eagle_SUMM_7.jpeg"
58688652,NA,NA,NA,11,"June",1975,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Deep_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Deep_SUMM_1.jpeg"
